event_name;Correctness;Task2;user_id;Group;DeviceOrder;VariantOrder;variant;device;TaskType
question dialog closed;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
movestart;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
moveend;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
movestart;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
moveend;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;Correct;Choropleth3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
question dialog closed;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer selected;;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
setting task;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer selected;Correct;Point3;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
question dialog closed;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
polygon selected;Correct;Choropleth4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
moveend;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer selected;;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer selected;Correct;Point4;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Point
setting task;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;Correct;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
completed;;Choropleth5;P30;01-Beginner;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
question dialog closed;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
legend opened;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupclose;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupclose;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupopen;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
answer button clicked;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
popupclose;;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
polygon selected;Correct;Choropleth1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
setting task;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
question dialog closed;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
legend opened;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
zoom in;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
zoom in;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
answer button clicked;;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
polygon selected;Correct;Point1;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
setting task;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
question dialog closed;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
legend opened;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
legend opened;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom out;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
answer button clicked;;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
polygon selected;Correct;Choropleth2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
setting task;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
question dialog closed;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
legend opened;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
hide layer;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
zoom in;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
zoom out;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
zoom in;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
movestart;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
moveend;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
answer button clicked;;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
polygon selected;Correct;Point2;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
setting task;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
question dialog closed;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
legend opened;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
answer button clicked;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
movestart;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
zoom in;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
moveend;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
polygon selected;;Choropleth3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Choropleth
setting task;;Point3;P32;01-Beginner;Smartphone-Desktop;A-B;variant-a;smartphone;Point
